session_id,participant_id,start_time,task_type,intended_duration_minutes,initial_task_site,task_site_count,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,active_seconds,away_seconds,tab_switch_count,video_playing_seconds,post_session_answer,drift_label
session_44ac0f6f-ac7f-47af-94cd-d5470f65b66f,DS-C6B73E-F425EB,2026-07-22T13:20:41.423Z,coding_problem_solving,30,youtube.com,16,2184,54,47,219,107,1988,89,9,1311,aligned,0
session_a55dc0aa-8622-4ed8-a3ce-e0f3b53e4d5d,DS-C6B73E-F425EB,2026-07-22T15:07:41.546Z,writing_creating,15,docs.google.com,16,595,17,19,47,49,451,95,5,0,moved_away,1
session_fddfe902-8448-4cc8-a97d-9dab5a2b3dff,DS-C6B73E-F425EB,2026-07-22T18:12:59.981Z,reading_research,20,shikho.com,16,201,7,15,11,28,162,11,1,0,aligned,0
session_80635803-0052-464e-97e4-9db40eed8da9,DS-C6B73E-F425EB,2026-07-22T19:05:59.915Z,learning_tutorial,60,youtube.com,16,3367,72,142,38,221,2610,536,14,1455,moved_away,1
session_4cea8113-3652-478d-831f-3591f45522ba,DS-C6B73E-F425EB,2026-07-22T20:07:07.428Z,reading_research,45,du.ac.bd,16,1608,44,103,31,69,1215,324,10,0,moved_away,1
session_0ccf6ca9-bf29-46ea-b2c5-5f7fa1912ba5,DS-C6B73E-F425EB,2026-07-23T12:06:39.227Z,learning_tutorial,90,10minuteschool.com,16,5406,128,220,87,395,4390,621,14,4171,not_sure,
session_0d3fe7f2-69e2-4255-bea5-eef29ed2aa1b,DS-C6B73E-F425EB,2026-07-23T15:08:38.608Z,learning_tutorial,60,udemy.com,16,3075,58,107,57,461,2203,411,15,1613,moved_away,1
session_fca3832d-048d-4467-be96-d8614e32cd38,DS-C6B73E-F425EB,2026-07-23T16:21:19.204Z,learning_tutorial,15,shikho.com,16,1144,20,53,33,8,1025,111,8,791,aligned,0
session_2a1b65c8-abf7-4a01-a52f-e77061bff618,DS-C6B73E-F425EB,2026-07-23T21:16:41.281Z,reading_research,60,google.com,16,2183,63,105,36,290,1372,521,16,0,moved_away,1
session_ee6d4d1b-f1e7-432d-815e-59522e45db50,DS-C6B73E-F425EB,2026-07-24T12:19:11.762Z,coding_problem_solving,20,office.com,16,856,29,20,72,31,692,133,5,0,not_sure,
session_423b9c60-bb02-44d8-b4f8-e11c6236f1fb,DS-C6B73E-F425EB,2026-07-24T16:22:30.064Z,reading_research,15,docs.google.com,16,835,30,56,17,43,685,107,5,0,moved_away,1
session_277f96fa-498b-4c1b-b585-4c0873d701b1,DS-C6B73E-F425EB,2026-07-24T17:13:26.154Z,reading_research,10,youtube.com,16,764,23,67,9,22,579,163,6,291,moved_away,1
session_0d0949c3-1d94-46b1-a4c0-09bd36f2d1b3,DS-C6B73E-F425EB,2026-07-24T18:02:32.283Z,learning_tutorial,20,10minuteschool.com,16,1019,15,42,28,150,854,15,2,0,aligned,0
session_2d23c617-20f2-4724-a26e-ae140c1c1f23,DS-C6B73E-F425EB,2026-07-24T21:16:34.689Z,learning_tutorial,10,10minuteschool.com,16,508,0,21,9,80,391,37,2,0,moved_away,1
session_be2d165a-9a09-4626-8daa-8431fdb8b9c3,DS-C6B73E-F425EB,2026-07-25T00:01:54.053Z,learning_tutorial,45,youtube.com,16,1469,34,56,28,110,1127,232,6,772,moved_away,1
session_dbcb861c-8429-4dd3-b8f3-a1b6c8fff7a0,DS-C6B73E-F425EB,2026-07-25T09:11:40.883Z,learning_tutorial,10,udemy.com,16,371,14,14,8,26,321,24,1,0,not_sure,
session_4e5e8292-f09c-4d81-8aae-db3ffcb6495b,DS-C6B73E-F425EB,2026-07-25T15:18:31.309Z,reading_research,60,docs.google.com,16,2795,107,179,99,0,2694,101,9,0,aligned,0
session_2913387d-b4a7-4b93-b04b-f3be17e4a954,DS-CDD179-831759,2026-07-20T10:11:38.605Z,other_planned_task,15,drive.google.com,12,423,12,12,32,68,303,52,1,0,moved_away,1
session_7ef04e2a-4789-456f-a5fc-e42b93aadf10,DS-CDD179-831759,2026-07-20T14:23:09.501Z,coding_problem_solving,90,mail.google.com,12,4272,143,132,487,422,3539,311,15,0,aligned,0
session_2e78dbe2-780a-4344-b34c-d374cabc63fc,DS-CDD179-831759,2026-07-20T18:22:08.942Z,communication_coordination,45,mail.google.com,12,2608,137,126,248,264,2117,227,12,0,aligned,0
session_40936f65-8f7f-4818-a8df-d927da1958a3,DS-CDD179-831759,2026-07-20T19:10:37.589Z,other_planned_task,30,facebook.com,12,993,46,52,70,0,878,115,6,0,aligned,0
session_3ed1fe26-5232-4730-a60c-799deaaf40fc,DS-CDD179-831759,2026-07-20T21:18:40.060Z,communication_coordination,45,mail.google.com,12,3068,222,143,346,0,2876,192,18,0,aligned,0
session_5645019e-a345-49ef-9a8f-d82ae99657e1,DS-CDD179-831759,2026-07-21T16:06:23.388Z,other_planned_task,45,web.whatsapp.com,12,1701,76,75,109,91,1482,128,9,0,aligned,0
session_b90fef75-02e1-4145-b548-bd6295d2c5b1,DS-CDD179-831759,2026-07-21T18:19:39.073Z,communication_coordination,30,claude.ai,12,1292,75,59,110,67,957,268,9,0,moved_away,1
session_084a8342-4dd6-4ab6-a78c-7ddb8e629744,DS-CDD179-831759,2026-07-22T17:13:34.798Z,communication_coordination,10,web.whatsapp.com,12,193,16,7,20,30,142,21,1,0,moved_away,1
session_d8e14d47-3b27-4cfe-b8a3-58c3fd730b89,DS-CDD179-831759,2026-07-22T22:23:42.812Z,writing_creating,15,youtube.com,12,779,29,26,98,62,631,86,3,274,moved_away,1
session_0a7a05cc-05c1-4cfb-9838-85204efd6ece,DS-CDD179-831759,2026-07-24T09:22:48.861Z,communication_coordination,15,mail.google.com,12,786,44,37,57,143,614,29,4,0,moved_away,1
session_7ab567f4-db0f-496e-b2ba-8dc6c113ca2d,DS-CDD179-831759,2026-07-24T14:19:58.791Z,communication_coordination,30,linkedin.com,12,2108,118,97,154,144,1537,427,12,0,not_sure,
session_1349d9e6-ed10-49e8-a601-ce302208ea15,DS-CDD179-831759,2026-07-24T19:23:02.451Z,communication_coordination,45,10minuteschool.com,12,2169,180,117,225,190,1824,155,4,0,moved_away,1
session_ad2ed285-7066-4b68-bc3c-ef17cf935320,DS-CDD179-831759,2026-07-24T20:04:11.775Z,communication_coordination,20,linkedin.com,12,1721,121,74,162,93,1399,229,10,0,aligned,0
session_492c6ef0-60d6-4f4c-9517-a9b3da932c0b,DS-CDD179-831759,2026-07-25T00:01:30.526Z,communication_coordination,20,meet.google.com,12,819,50,35,82,107,692,20,2,0,moved_away,1
session_9db37e9e-3e55-4376-93b2-579a8e0c11d6,DS-CDD179-831759,2026-07-25T12:07:33.698Z,other_planned_task,10,drive.google.com,12,512,22,20,27,27,463,22,1,0,aligned,0
session_e9a35ff1-7efe-432e-b2df-ced097d14cc5,DS-CDD179-831759,2026-07-25T13:05:24.368Z,communication_coordination,20,claude.ai,12,473,35,19,43,32,365,76,3,0,moved_away,1
session_affcb604-da7f-4320-9251-b8fd70a8134f,DS-CDD179-831759,2026-07-25T22:20:35.987Z,communication_coordination,45,mail.google.com,12,1678,109,80,149,160,1323,195,9,0,aligned,0
session_0fadc497-3fcd-49a8-a3e5-d17a51ee9815,DS-CDD179-831759,2026-07-25T23:10:35.941Z,other_planned_task,15,drive.google.com,12,1044,60,29,48,131,913,0,4,0,aligned,0
session_c63ff67a-83e9-4146-9443-1f6f33437f11,DS-CDD179-831759,2026-07-26T09:12:26.350Z,communication_coordination,15,linkedin.com,12,693,37,29,53,69,506,118,1,0,moved_away,1
session_d3427fb7-02a3-4974-96ba-36e1dfe30189,DS-CDD179-831759,2026-07-26T12:09:06.399Z,learning_tutorial,90,linkedin.com,12,3572,103,168,66,30,2800,742,18,0,moved_away,1
session_553e1a27-1d47-4c5d-9142-1470af61d8dc,DS-CDD179-831759,2026-07-26T14:19:30.606Z,communication_coordination,20,mail.google.com,12,542,19,17,45,76,369,97,3,0,moved_away,1
session_977ac249-4075-46c8-86a0-9893688d8a8e,DS-CDD179-831759,2026-07-26T15:24:24.176Z,writing_creating,60,claude.ai,12,2838,65,50,349,232,1962,644,21,0,moved_away,1
session_c718eca6-8597-46ac-ad95-7e51c7d2ce50,DS-CDD179-831759,2026-07-27T09:09:03.435Z,communication_coordination,10,meet.google.com,12,370,26,12,23,29,283,58,2,0,moved_away,1
session_5005af49-85ca-4c20-b30a-26ce145ada51,DS-CDD179-831759,2026-07-27T10:20:30.481Z,communication_coordination,10,mail.google.com,12,239,17,15,22,20,190,29,1,0,aligned,0
session_b501e80d-7cd7-49b9-ae7d-4e284b2fedc5,DS-CDD179-831759,2026-07-28T00:15:10.231Z,reading_research,45,scholar.google.com,12,247,6,24,10,26,204,17,1,0,aligned,0
session_9309b174-6e8b-49cf-9d82-66100e1d6819,DS-CDD179-831759,2026-07-29T11:21:02.371Z,communication_coordination,15,zoom.us,12,621,39,33,55,0,498,123,3,0,aligned,0
session_1cbeb04a-1fe3-4d16-8c57-f1119ffa6af6,DS-CDD179-831759,2026-07-29T12:21:11.627Z,other_planned_task,30,drive.google.com,12,1459,48,56,80,345,1114,0,6,0,moved_away,1
session_9078a24d-4d10-45f1-b0d8-d14138d847fe,DS-CDD179-831759,2026-07-29T20:20:26.240Z,communication_coordination,15,web.whatsapp.com,12,1054,43,37,80,118,667,269,9,0,moved_away,1
session_899e9c5a-2ec5-4541-94d2-322afe2d0a14,DS-CDD179-831759,2026-07-29T21:08:35.771Z,communication_coordination,30,web.whatsapp.com,12,2654,178,107,309,77,2195,382,13,0,aligned,0
session_1b807cb9-1874-45e2-933b-5925b9e51904,DS-CDD179-831759,2026-07-30T12:14:04.561Z,reading_research,20,ieee.org,12,1911,82,201,82,158,1753,0,6,0,aligned,0
session_ac365dc8-fe6f-4eaf-bf5e-6882f1c2d113,DS-CDD179-831759,2026-07-30T13:17:20.705Z,learning_tutorial,15,youtube.com,12,1095,35,37,21,127,842,126,7,504,moved_away,1
session_a1a9af2f-cdc9-4767-bec3-18cbd4adda67,DS-CDD179-831759,2026-07-30T15:13:49.546Z,reading_research,15,scholar.google.com,12,1678,64,171,56,10,1643,25,6,0,aligned,0
session_462611ac-eef0-43c0-bc8e-cad13dc84c45,DS-CDD179-831759,2026-07-30T22:07:53.093Z,communication_coordination,30,linkedin.com,12,2512,167,115,238,332,1952,228,9,0,moved_away,1
session_0c0d2edb-50b3-4299-9852-4dac676e8dd0,DS-D9E593-A4B465,2026-07-20T00:22:04.028Z,coding_problem_solving,45,kaggle.com,8,1849,41,32,189,177,1551,121,11,0,aligned,0
session_b254cfb1-a15d-4f3a-bbff-632b1012bd47,DS-D9E593-A4B465,2026-07-20T01:04:26.923Z,coding_problem_solving,45,kaggle.com,8,2781,71,74,191,0,2320,461,15,0,moved_away,1
session_d904f843-0ab0-47f5-ad0d-bc6748bab46b,DS-D9E593-A4B465,2026-07-20T08:17:27.193Z,coding_problem_solving,15,stackoverflow.com,8,441,9,10,36,20,421,0,2,0,not_sure,
session_543e1548-1ecb-4b2a-b86e-fe88d39cae86,DS-D9E593-A4B465,2026-07-20T11:09:32.337Z,learning_tutorial,15,udvash.com,8,1517,33,68,23,0,1506,11,4,0,aligned,0
session_a1a1dbb8-273f-4c38-80d8-b3d8f8ef6c9e,DS-D9E593-A4B465,2026-07-20T12:17:55.829Z,coding_problem_solving,60,kaggle.com,8,2031,32,41,151,140,1713,178,5,0,aligned,0
session_67bb5685-dbb6-4724-9a69-a64eb0a56301,DS-D9E593-A4B465,2026-07-20T14:10:16.797Z,coding_problem_solving,30,colab.research.google.com,8,2076,65,65,183,0,2046,30,4,0,not_sure,
session_76a02220-e629-466e-b5ba-1a23bcd22d24,DS-D9E593-A4B465,2026-07-20T17:15:45.165Z,coding_problem_solving,60,kaggle.com,8,3010,56,46,210,0,2226,784,25,0,moved_away,1
session_ddfdbcf5-8e98-484f-8b39-e05099636fd0,DS-D9E593-A4B465,2026-07-20T18:10:55.207Z,coding_problem_solving,90,kaggle.com,8,5628,136,128,542,0,5335,293,9,0,aligned,0
session_ebc4b1de-ac89-4e84-aec1-ccd6a06e36ab,DS-D9E593-A4B465,2026-07-21T00:15:54.503Z,reading_research,45,10minuteschool.com,8,2799,78,144,44,194,2055,550,16,0,moved_away,1
session_24779dad-cfa1-409d-8ed4-43cca481c7e0,DS-D9E593-A4B465,2026-07-21T16:10:10.690Z,coding_problem_solving,45,kaggle.com,8,1674,48,33,122,86,1292,296,8,0,moved_away,1
session_66278e66-7ffe-4a8a-8369-6bcf52d7d9c7,DS-D9E593-A4B465,2026-07-21T17:24:12.323Z,reading_research,60,kaggle.com,8,4316,146,258,97,14,3950,352,16,0,aligned,0
session_7bcdef5b-7921-4cfd-8b6c-74499906f5e4,DS-D9E593-A4B465,2026-07-21T23:14:58.334Z,coding_problem_solving,60,kaggle.com,8,3745,89,75,349,180,3565,0,8,0,aligned,0
session_3f936ecf-ee14-44cc-b8d4-c5cda7775004,DS-D9E593-A4B465,2026-07-22T00:22:23.403Z,coding_problem_solving,30,colab.research.google.com,8,2107,49,43,183,160,1856,91,6,0,aligned,0
session_e0c42cbf-fefc-4237-88af-49e891e2b7eb,DS-D9E593-A4B465,2026-07-22T10:15:50.113Z,learning_tutorial,90,10minuteschool.com,8,3205,58,110,48,647,2558,0,7,0,aligned,0
session_1a3d1970-53b1-4782-9578-2a57f62d608d,DS-D9E593-A4B465,2026-07-22T12:16:46.069Z,other_planned_task,30,udemy.com,8,3480,107,108,165,180,2924,376,8,0,aligned,0
session_231eb84c-3746-4376-bf7a-f58508dda85e,DS-D9E593-A4B465,2026-07-22T14:23:57.520Z,coding_problem_solving,20,kaggle.com,8,837,27,29,60,0,719,118,2,0,aligned,0
session_ef752dd2-9115-468e-81bb-79329aeb16a3,DS-D9E593-A4B465,2026-07-22T22:02:05.527Z,reading_research,60,wikipedia.org,8,2837,92,158,39,174,2277,386,16,0,aligned,0
session_17f89144-e1d2-4d89-a5a5-f72730e00f15,DS-D9E593-A4B465,2026-07-23T19:02:59.445Z,coding_problem_solving,20,colab.research.google.com,8,1240,29,20,86,112,1128,0,6,0,aligned,0
session_221a2abc-eded-4992-9f19-6b10719d4bd0,DS-D9E593-A4B465,2026-07-23T20:17:14.698Z,learning_tutorial,15,udemy.com,8,551,8,21,10,22,483,46,1,267,aligned,0
session_41ab8dd5-a9e8-42da-af00-029e95d60c48,DS-D9E593-A4B465,2026-07-24T13:02:21.739Z,coding_problem_solving,45,colab.research.google.com,8,4592,86,79,308,121,3343,1128,27,0,moved_away,1
session_9fa59067-690b-4299-8833-0ef4c6f06af3,DS-D9E593-A4B465,2026-07-25T00:08:05.525Z,other_planned_task,30,kaggle.com,8,1245,37,40,56,13,990,242,7,0,moved_away,1
session_582853ea-0f31-4748-8cc7-bba3121504aa,DS-D9E593-A4B465,2026-07-25T11:12:21.050Z,coding_problem_solving,45,stackoverflow.com,8,2740,60,37,262,127,2528,85,3,0,aligned,0
session_7dc33ba2-ded2-474c-9db9-f9d2f519d41a,DS-D9E593-A4B465,2026-07-25T14:19:36.098Z,learning_tutorial,45,kaggle.com,8,2198,35,55,24,239,1547,412,9,0,moved_away,1
session_b74d2c71-0516-4fc6-b57b-3513c0303ab1,DS-D9E593-A4B465,2026-07-25T16:11:41.908Z,coding_problem_solving,20,kaggle.com,8,864,22,12,74,103,696,65,3,0,aligned,0
session_0edcefd1-773b-410b-973b-44e25feb4864,DS-D9E593-A4B465,2026-07-25T21:03:41.645Z,coding_problem_solving,30,kaggle.com,8,1341,30,32,144,7,1313,21,3,0,aligned,0
session_e7182506-d00b-4e4c-aed7-84d78b9c08c1,DS-D9E593-A4B465,2026-07-26T16:11:55.237Z,learning_tutorial,45,stackoverflow.com,8,1512,34,64,17,15,1417,80,4,0,aligned,0
session_95502700-1330-41d8-93c8-63e64770674b,DS-D9E593-A4B465,2026-07-26T17:23:06.895Z,reading_research,45,colab.research.google.com,8,2814,62,140,41,334,2163,317,19,0,moved_away,1
session_f2d59599-3ed3-48b5-ba3d-aa7f3308396b,DS-D9E593-A4B465,2026-07-26T19:07:18.005Z,learning_tutorial,60,udemy.com,8,2494,42,80,35,253,1981,260,13,1295,aligned,0
session_40a2fc06-b126-4883-b05b-247aaf806771,DS-D9E593-A4B465,2026-07-26T21:16:47.799Z,learning_tutorial,10,10minuteschool.com,8,468,8,20,5,35,387,46,2,338,aligned,0
session_a94617b6-0646-465b-8211-6b271ce7be39,DS-D9E593-A4B465,2026-07-27T01:10:21.903Z,other_planned_task,10,bracu.ac.bd,8,875,10,24,36,63,659,153,6,0,moved_away,1
session_68d59114-9a99-44ab-976e-45d9fac65417,DS-D9E593-A4B465,2026-07-27T15:07:30.947Z,coding_problem_solving,20,kaggle.com,8,1765,37,38,113,149,1312,304,6,0,moved_away,1
session_d9c23e5d-8c63-4769-8168-08c1789971b0,DS-D9E593-A4B465,2026-07-27T16:20:32.317Z,coding_problem_solving,20,kaggle.com,8,2667,68,62,241,157,2510,0,10,0,aligned,0
session_adac255b-39b5-49bb-ac71-e8cc33127997,DS-D9E593-A4B465,2026-07-27T19:17:45.642Z,coding_problem_solving,30,kaggle.com,8,2045,51,55,199,32,2013,0,6,0,aligned,0
session_966e4e0d-6b20-4c27-b67f-11d215719473,DS-D9E593-A4B465,2026-07-27T21:10:54.294Z,coding_problem_solving,60,kaggle.com,8,4884,108,111,422,362,4305,217,19,0,aligned,0
session_aca3c3be-672f-4bb0-b428-bb8bf48b2d30,DS-DB4348-2A2F63,2026-07-14T09:11:17.761Z,reading_research,10,bdjobs.com,16,281,7,16,5,17,256,8,1,0,aligned,0
session_a9c7d31c-b2e1-4d0a-b92f-8e1e164a22a1,DS-DB4348-2A2F63,2026-07-14T11:18:53.338Z,learning_tutorial,90,docs.google.com,16,3211,67,104,38,249,2456,506,9,0,moved_away,1
session_b8e3792f-a141-4032-ac9f-9bb7ec992b35,DS-DB4348-2A2F63,2026-07-14T21:10:23.634Z,writing_creating,60,overleaf.com,16,3043,96,59,307,44,2552,447,10,0,aligned,0
session_bf1276a9-320a-4d5e-a878-c05428296c5b,DS-DB4348-2A2F63,2026-07-15T23:08:48.544Z,other_planned_task,30,youtube.com,16,1497,46,29,43,138,1164,195,6,704,moved_away,1
session_68f0069c-3c88-4c23-9c53-9efb84e4ea85,DS-DB4348-2A2F63,2026-07-16T09:24:21.573Z,communication_coordination,15,web.whatsapp.com,16,537,17,10,29,38,395,104,2,0,moved_away,1
session_1fce8792-6ffe-4a1f-9014-d7ec767ccad3,DS-DB4348-2A2F63,2026-07-16T14:17:35.579Z,communication_coordination,10,mail.google.com,16,238,11,5,13,10,205,23,1,0,moved_away,1
session_cb196e5c-f8eb-45ee-8b5a-580d9dd8027b,DS-DB4348-2A2F63,2026-07-17T15:24:24.912Z,learning_tutorial,30,youtube.com,16,947,18,17,15,29,700,218,6,594,moved_away,1
session_47ea553f-6249-4704-ac44-40e4289466b2,DS-DB4348-2A2F63,2026-07-17T23:18:44.535Z,communication_coordination,30,teams.microsoft.com,16,1981,86,62,124,107,1683,191,11,0,aligned,0
session_307b5d47-52f2-4189-a19c-77a1e8805ab8,DS-DB4348-2A2F63,2026-07-18T17:18:54.517Z,learning_tutorial,15,classroom.google.com,16,1173,23,37,12,172,855,146,3,0,moved_away,1
session_942e6237-8bf3-4593-9598-85957252aa66,DS-DB4348-2A2F63,2026-07-18T18:12:38.619Z,reading_research,60,linkedin.com,16,3372,77,152,61,273,2366,733,18,0,moved_away,1
session_7847ec07-a32c-44bf-80dc-1ab32d539023,DS-DB4348-2A2F63,2026-07-18T19:13:50.755Z,learning_tutorial,90,interactivecares.com,16,5083,73,114,52,707,3739,637,9,2532,moved_away,1
session_994e0bd2-eb7e-407c-a6bc-1589d6c2b5f6,DS-DB4348-2A2F63,2026-07-19T08:12:20.117Z,coding_problem_solving,15,chatgpt.com,16,703,17,15,60,49,643,11,1,0,aligned,0
session_fc9e5581-a09b-4cea-866a-2678d1092caa,DS-DB4348-2A2F63,2026-07-19T10:20:36.725Z,other_planned_task,30,chatgpt.com,16,958,35,28,29,32,808,118,5,0,aligned,0
session_8d855e58-0486-45f6-9ea1-6db515640e6b,DS-DB4348-2A2F63,2026-07-19T15:11:01.650Z,reading_research,30,scholar.google.com,16,2254,71,119,48,184,2066,4,7,0,aligned,0
session_ab6cf38d-07f1-47e0-8ba4-74b93265cc9e,DS-DB4348-2A2F63,2026-07-19T18:02:58.489Z,learning_tutorial,20,10minuteschool.com,16,2029,29,44,23,283,1419,327,8,1348,moved_away,1
session_637e4fcb-07f6-48c0-86bb-9a3bffed372a,DS-DB4348-2A2F63,2026-07-19T19:17:32.504Z,communication_coordination,20,web.whatsapp.com,16,708,25,13,32,24,526,158,4,0,moved_away,1
session_a6529cee-45d3-402d-859e-c3a8cf278a66,DS-DB4348-2A2F63,2026-07-19T23:14:38.640Z,communication_coordination,20,claude.ai,16,137,8,6,4,12,91,34,1,0,moved_away,1
session_1dfce2cc-9cd5-4153-aba4-3c6f200b2fb9,DS-DB4348-2A2F63,2026-07-20T00:02:48.200Z,reading_research,10,bdjobs.com,16,777,17,40,16,108,570,99,3,0,moved_away,1
session_499f1b48-c237-44b2-a3c1-b4b2cadfea6a,DS-DB4348-2A2F63,2026-07-20T08:00:25.586Z,learning_tutorial,90,claude.ai,16,3437,68,104,48,137,2779,521,12,0,moved_away,1
session_033f6f23-4f39-43e3-94f9-23307c9be0bd,DS-DB4348-2A2F63,2026-07-20T09:09:00.866Z,coding_problem_solving,90,stackoverflow.com,16,4207,132,81,375,45,4162,0,3,0,aligned,1
session_a0600d35-bb18-4f94-8de0-6abbffc05d55,DS-DB4348-2A2F63,2026-07-21T00:03:37.421Z,communication_coordination,15,mail.google.com,16,1065,39,9,56,44,668,353,7,0,not_sure,
session_1416e467-a194-4cd3-974c-7fe937594669,DS-DB4348-2A2F63,2026-07-21T20:24:02.065Z,reading_research,15,bdjobs.com,16,766,21,32,12,71,573,122,7,0,moved_away,1
session_94dce565-1bfd-4b74-a025-cfa676977b08,DS-DB4348-2A2F63,2026-07-22T12:20:07.123Z,reading_research,20,w3schools.com,16,1950,44,104,41,143,1568,239,5,0,not_sure,
session_20e178f2-36ed-4116-8d28-b10bdcede059,DS-DB4348-2A2F63,2026-07-22T16:05:12.097Z,communication_coordination,10,claude.ai,16,579,31,7,30,83,467,29,2,0,aligned,0
session_1683f3f0-49d7-401d-9990-49e279ee300f,DS-DB4348-2A2F63,2026-07-23T01:10:06.700Z,communication_coordination,20,web.whatsapp.com,16,1969,77,45,137,1,1666,302,12,0,moved_away,1
session_75f90c53-50d1-4157-bc6e-9b95c2041075,DS-DB4348-2A2F63,2026-07-23T16:00:50.749Z,reading_research,20,bdjobs.com,16,1534,33,61,19,229,1028,277,9,0,moved_away,1
session_cbc3b196-c79e-48bd-b8b7-ead09c028acd,DS-DB4348-2A2F63,2026-07-23T19:20:39.148Z,writing_creating,15,docs.google.com,16,895,21,14,80,37,723,135,4,0,aligned,0
session_65ecd30e-6b3e-45f9-83ce-294b553c9f43,DS-DB4348-2A2F63,2026-07-23T23:08:49.950Z,learning_tutorial,15,interactivecares.com,16,1598,35,79,19,73,1466,59,8,0,aligned,0
session_1d358285-bbc9-4e52-acd6-9f9fd3f505f0,DS-DB4348-2A2F63,2026-07-24T14:00:08.097Z,writing_creating,45,docs.google.com,16,2436,80,53,233,0,2137,299,15,0,aligned,0
session_8bd26141-25bc-4414-a014-5692005ed7a6,DS-DB4348-2A2F63,2026-07-24T16:12:10.058Z,learning_tutorial,10,10minuteschool.com,16,513,7,14,11,76,424,13,3,209,aligned,0
session_e42b7979-2b7b-431b-be1e-f47702807276,DS-DB4348-2A2F63,2026-07-24T18:00:02.379Z,communication_coordination,10,web.whatsapp.com,16,596,22,17,33,11,490,95,3,0,not_sure,
session_9415ac0f-70f7-48a0-b7f0-1f4ba1525aef,DS-DB4348-2A2F63,2026-07-24T23:11:29.223Z,learning_tutorial,90,chatgpt.com,16,7200,101,191,87,989,5168,1043,28,0,moved_away,1
session_26035e08-8146-4659-bf99-8661b4b0410a,DS-DB4348-2A2F63,2026-07-25T12:08:07.953Z,learning_tutorial,90,w3schools.com,16,4138,95,148,71,467,3462,209,16,2469,not_sure,
session_39c69b73-49ab-4206-ad2b-5f35d1d0fd33,DS-DB4348-2A2F63,2026-07-25T19:07:34.361Z,learning_tutorial,20,youtube.com,16,1447,23,46,27,108,1291,48,7,746,aligned,0
session_309fd285-80af-4f14-bbb6-da3b3f9f8ad7,DS-DB4348-2A2F63,2026-07-26T15:11:50.669Z,reading_research,20,10minuteschool.com,16,809,16,39,10,85,619,105,2,0,moved_away,1
session_065b695c-9d43-432f-81a5-a7febd8a4e2f,DS-DB46BB-520399,2026-07-18T14:20:02.516Z,learning_tutorial,15,10minuteschool.com,12,1626,43,47,14,145,1187,294,10,796,moved_away,1
session_d72477d5-6cde-4b7c-9f5f-28d251d590df,DS-DB46BB-520399,2026-07-18T18:07:21.235Z,learning_tutorial,10,udemy.com,12,320,5,11,8,4,316,0,1,300,aligned,0
session_e39cd48e-4737-477d-a6f0-907993abab21,DS-DB46BB-520399,2026-07-18T20:10:33.899Z,reading_research,15,du.ac.bd,12,627,17,36,3,15,532,80,4,0,moved_away,1
session_0ca1e9d4-21eb-4375-89a0-23e99e336371,DS-DB46BB-520399,2026-07-18T21:01:09.259Z,learning_tutorial,20,10minuteschool.com,12,1177,27,48,14,36,951,190,6,725,aligned,0
session_67cfae9b-1c71-4c34-b9e1-b80beb749f68,DS-DB46BB-520399,2026-07-19T11:22:26.168Z,learning_tutorial,30,udemy.com,12,3196,64,110,45,400,2666,130,11,0,aligned,0
session_87d4bfb9-a7f9-4260-8a4d-b826f1092653,DS-DB46BB-520399,2026-07-19T22:11:49.243Z,learning_tutorial,15,udemy.com,12,568,16,10,12,0,495,73,2,0,aligned,0
session_8be6b005-3967-434e-bcb1-3fc0212cfb5e,DS-DB46BB-520399,2026-07-20T12:20:13.177Z,communication_coordination,10,10minuteschool.com,12,427,22,11,30,25,368,34,2,0,aligned,0
session_b353ac2d-ec7e-4ee3-93b5-f653c658417b,DS-DB46BB-520399,2026-07-20T21:15:34.903Z,reading_research,30,wikipedia.org,12,1035,26,64,19,47,877,111,2,0,moved_away,1
session_8e07323d-0174-4f67-a983-1ac74984a9a9,DS-DB46BB-520399,2026-07-22T13:06:57.471Z,learning_tutorial,15,shikho.com,12,1183,27,21,18,55,1010,118,4,519,aligned,0
session_31afadf2-899e-4183-99b1-a64227f5e4bf,DS-DB46BB-520399,2026-07-22T14:01:36.556Z,reading_research,45,wikipedia.org,12,2103,71,120,55,204,1874,25,2,0,aligned,0
session_41e00e8b-3106-4bea-bfbf-f3b2c4220e06,DS-DB46BB-520399,2026-07-22T17:09:50.352Z,reading_research,30,bdjobs.com,12,1584,54,103,30,90,1336,158,7,0,aligned,0
session_8578af80-b9d5-4058-8f63-fdbca064b739,DS-DB46BB-520399,2026-07-22T18:18:16.370Z,other_planned_task,20,arxiv.org,12,1054,35,27,52,0,938,116,3,0,aligned,0
session_5b4b7883-338f-4884-b8cf-dd55c1ebd2da,DS-DB46BB-520399,2026-07-23T21:07:07.134Z,reading_research,10,wikipedia.org,12,420,10,23,13,46,340,34,2,0,moved_away,1
session_cbd07b8c-ef20-4b08-a51c-370c308a64af,DS-DB46BB-520399,2026-07-24T00:05:24.726Z,learning_tutorial,20,10minuteschool.com,12,1596,19,41,16,106,1314,176,6,1107,aligned,0
session_65353d18-df27-4b28-951b-c9597211ee22,DS-DB46BB-520399,2026-07-24T08:00:43.801Z,other_planned_task,10,chatgpt.com,12,521,17,9,22,0,465,56,2,0,aligned,0
